id,author,geometry,pressure [MPa],mass_flux [kg/m2-s],x_e_out [-],D_e [mm],D_h [mm],length [mm],chf_exp [MW/m2]
1044,Thompson,tube,13.79,2658,0.0081,7.7,7.7,457,3.2
768,Thompson,tube,13.79,5791,0.0136,3.6,3.6,76,5.0
696,Thompson,tube,12.07,2373,-0.0198,1.9,1.9,152,4.0
1666,Janssen,annulus,6.89,385,0.1989,22.2,96.3,1778,2.0
937,Thompson,tube,13.79,1313,0.0486,5.7,5.7,625,2.4
159,Thompson,tube,7.14,2889,-0.1257,4.6,4.6,229,8.9
865,Thompson,tube,13.79,1804,-0.0858,4.7,4.7,318,3.2
635,Thompson,tube,10.34,7378,-0.0684,10.3,10.3,762,6.2
517,Thompson,tube,6.89,1383,0.0067,37.5,37.5,1953,3.3
1331,Weatherhead,tube,13.79,1899,0.0636,11.1,11.1,457,1.8
598,Thompson,tube,10.34,3947,-0.0663,10.3,10.3,762,4.9
196,Thompson,tube,6.86,4069,0.0451,5.6,5.6,432,5.6
1538,Janssen,annulus,6.89,1519,0.1001,8.5,22.3,2743,3.4
765,Thompson,tube,13.79,2712,-0.2536,3.6,3.6,76,6.6
411,Thompson,tube,6.89,2767,0.1594,12.8,12.8,1930,2.4
97,Thompson,tube,3.45,5696,0.0854,10.3,10.3,762,4.4
918,Thompson,tube,13.79,5588,0.0192,4.7,4.7,318,4.7
1645,Janssen,annulus,8.27,1519,0.0091,12.7,42.3,1778,4.3
157,Thompson,tube,7.03,2780,-0.0477,4.6,4.6,229,7.5
420,Thompson,tube,6.89,5438,0.0645,12.8,12.8,1930,2.5
1223,Thompson,tube,2.63,2848,0.0047,3.0,3.0,150,4.2
478,Thompson,tube,6.89,2699,0.0231,23.6,23.6,1972,2.6
915,Thompson,tube,13.79,5398,-0.3559,4.7,4.7,318,10.2
669,Thompson,tube,11.0,2034,0.0888,11.5,11.5,1143,2.8
933,Thompson,tube,13.79,7391,-0.1212,4.7,4.7,318,6.7
963,Thompson,tube,13.79,694,-0.0573,7.7,7.7,457,3.6
1211,Thompson,tube,18.96,3486,-0.192,1.9,1.9,152,4.5
448,Thompson,tube,6.89,1912,-0.1521,23.6,23.6,610,4.8
1464,Beus,annulus,15.51,1352,0.1712,5.6,15.2,2134,0.9
179,Thompson,tube,6.89,3852,0.0387,5.6,5.6,216,5.9
391,Thompson,tube,6.89,2319,0.1085,12.4,12.4,610,3.5
579,Thompson,tube,11.03,4069,0.0091,9.3,9.3,762,4.0
964,Thompson,tube,13.79,705,-0.1331,7.7,7.7,457,3.4
1670,Janssen,annulus,6.92,385,0.1124,22.2,96.3,1778,3.5
1311,Weatherhead,tube,13.79,693,0.0145,7.7,7.7,457,2.7
1539,Janssen,annulus,6.89,2265,0.1933,8.5,22.3,2743,1.6
1376,Weatherhead,tube,13.79,666,-0.1356,11.1,11.1,457,3.0
1183,Thompson,tube,18.27,861,-0.1258,3.0,3.0,35,2.3
1358,Weatherhead,tube,13.79,1410,-0.0142,11.1,11.1,457,2.2
1589,Janssen,annulus,6.96,2265,0.0629,12.7,42.3,2743,3.5
665,Thompson,tube,11.03,2021,0.1197,11.5,11.5,1143,2.3
143,Thompson,tube,6.89,4042,-0.1916,3.6,3.6,76,11.3
1418,Williams,tube,13.79,4062,0.0588,9.5,9.5,1836,2.6
1332,Weatherhead,tube,13.79,1804,0.0897,11.1,11.1,457,1.7
422,Thompson,tube,6.89,5466,0.1128,12.8,12.8,1930,2.2
637,Thompson,tube,10.34,7717,-0.1189,10.3,10.3,762,7.8
1310,Weatherhead,tube,13.79,734,-0.1702,7.7,7.7,457,3.2
980,Thompson,tube,13.79,1290,0.0142,7.7,7.7,457,2.7
616,Thompson,tube,10.34,4855,-0.1227,10.3,10.3,762,6.7
295,Thompson,tube,6.89,6795,-0.059,10.3,10.3,794,7.0
1177,Thompson,tube,17.24,2984,-0.1258,1.9,1.9,696,3.0
1773,Janssen,annulus,6.89,553,0.1167,12.7,38.1,737,3.7
89,Thompson,tube,3.45,3892,0.1454,10.3,10.3,762,4.4
42,Thompson,tube,0.1,1301,0.0967,1.7,1.7,43,6.9
1682,Janssen,annulus,6.89,2278,0.1204,8.5,24.6,1778,2.9
1801,Mortimore,annulus,13.79,1356,0.0643,5.0,13.3,2134,1.6
132,Thompson,tube,4.1,4055,0.0618,10.8,10.8,864,3.9
1661,Janssen,annulus,6.92,765,0.0324,22.2,96.3,1778,4.1
866,Thompson,tube,13.79,1831,-0.1076,4.7,4.7,318,3.9
985,Thompson,tube,13.79,1343,0.1113,7.7,7.7,457,1.8
1729,Janssen,annulus,6.89,5588,0.064,6.4,15.9,914,3.0
1400,Williams,tube,11.03,2684,0.1533,9.5,9.5,1836,1.3
165,Thompson,tube,6.89,4828,0.0267,4.7,4.7,318,5.8
725,Thompson,tube,12.38,542,0.1619,19.8,19.8,457,1.8
291,Thompson,tube,6.89,6618,-0.0596,10.3,10.3,794,6.8
1069,Thompson,tube,13.79,1298,0.0778,7.8,7.8,591,2.3
1767,Janssen,annulus,6.98,553,0.1058,12.7,38.1,737,4.1
893,Thompson,tube,13.79,3648,-0.3247,4.7,4.7,318,7.9
779,Thompson,tube,13.79,3404,0.1074,4.6,4.6,295,2.7
349,Thompson,tube,6.89,4069,-0.0138,10.8,10.8,864,4.8
572,Thompson,tube,11.03,2034,0.0616,9.3,9.3,762,3.2
1737,Janssen,annulus,6.89,2807,0.0476,6.4,15.9,914,3.4
1758,Janssen,annulus,6.89,5520,-0.0383,12.7,38.1,914,4.6
1371,Weatherhead,tube,13.79,678,-0.15,11.1,11.1,457,3.9
1490,Beus,annulus,13.79,1345,0.0224,5.6,15.2,2134,1.7
1226,Thompson,tube,20.68,1214,-0.8667,3.6,3.6,76,8.1
1794,Janssen,annulus,6.89,1533,0.2072,8.5,24.6,1778,2.2
459,Thompson,tube,6.89,3852,-0.2094,23.6,23.6,610,6.8
376,Thompson,tube,6.89,4069,0.0989,11.5,11.5,1727,2.7
334,Thompson,tube,6.86,4096,-0.0492,10.8,10.8,432,5.0
1086,Thompson,tube,13.79,1736,0.1086,7.8,7.8,591,2.0
1643,Janssen,annulus,8.3,1519,0.0052,12.7,42.3,1778,4.3
1360,Weatherhead,tube,13.79,1370,0.0971,11.1,11.1,457,1.6
817,Thompson,tube,13.79,1410,-0.0412,4.7,4.7,305,3.4
1042,Thompson,tube,13.79,2645,-0.1711,7.7,7.7,457,5.3
880,Thompson,tube,13.79,3241,-0.0105,4.7,4.7,318,5.0
1731,Janssen,annulus,6.89,5615,0.003,6.4,15.9,914,4.0
1314,Weatherhead,tube,13.79,705,-0.1331,7.7,7.7,457,3.4
1797,Janssen,annulus,6.92,1519,0.1016,8.5,24.6,1778,3.1
1053,Thompson,tube,13.79,751,0.212,7.8,7.8,591,2.1
329,Thompson,tube,6.83,3838,-0.0133,10.8,10.8,432,3.9
926,Thompson,tube,13.79,6429,-0.202,4.7,4.7,318,7.2
319,Thompson,tube,7.14,1031,0.1651,10.8,10.8,432,4.0
1684,Janssen,annulus,6.96,2278,0.0582,8.5,24.6,1778,3.8
1689,Janssen,annulus,6.92,2292,0.1517,8.5,24.6,1778,2.3
1620,Janssen,annulus,4.13,1505,0.0945,12.7,42.3,1778,3.6
168,Thompson,tube,6.89,5967,0.0657,4.7,4.7,318,5.0
13,Peskov,tube,12.0,4028,0.0311,10.0,10.0,1650,2.0
172,Thompson,tube,6.89,6388,0.0376,4.7,4.7,318,5.9
650,Thompson,tube,11.0,2034,0.0577,11.5,11.5,914,2.9
261,Thompson,tube,6.89,7229,-0.0029,10.3,10.3,762,4.2
1135,Thompson,tube,15.51,2984,-0.0317,1.9,1.9,152,5.5
1335,Weatherhead,tube,13.79,2034,-0.094,11.1,11.1,457,3.4
673,Thompson,tube,11.03,3391,0.0583,11.5,11.5,1143,2.7
259,Thompson,tube,6.89,6103,-0.0609,10.3,10.3,762,6.5
845,Thompson,tube,13.79,5696,-0.2247,4.7,4.7,305,9.0
1118,Thompson,tube,13.79,3052,0.033,7.8,7.8,591,2.6
139,Thompson,tube,4.93,4218,0.0426,5.6,5.6,432,5.8
1714,Janssen,annulus,6.92,2767,0.0523,12.7,38.1,914,3.0
550,Thompson,tube,8.96,4069,0.1113,11.5,11.5,1524,1.8
922,Thompson,tube,13.79,6144,0.0863,4.7,4.7,318,3.0
1428,Williams,tube,15.17,1332,0.1282,9.5,9.5,1836,1.5
1548,Janssen,annulus,6.89,2278,0.1946,8.5,22.3,2743,1.5
1103,Thompson,tube,13.79,2278,0.0624,7.8,7.8,591,2.2
559,Thompson,tube,10.45,2387,0.0713,4.6,4.6,229,4.3
140,Thompson,tube,5.07,4218,0.1459,5.6,5.6,864,4.1
1622,Janssen,annulus,4.13,1519,0.0459,12.7,42.3,1778,4.6
532,Thompson,tube,6.89,3784,-0.0515,37.5,37.5,1953,3.8
225,Thompson,tube,6.89,3811,-0.0229,10.3,10.3,762,4.8
724,Thompson,tube,12.34,542,0.1617,19.8,19.8,457,1.8
787,Thompson,tube,13.79,3486,0.0705,4.6,4.6,295,3.2
1608,Janssen,annulus,6.89,2265,0.0384,12.7,42.3,1778,3.8
882,Thompson,tube,13.79,3391,-0.1386,4.7,4.7,318,5.3
410,Thompson,tube,6.89,2740,0.0184,12.8,12.8,1930,3.2
326,Thompson,tube,6.86,3513,0.0809,10.8,10.8,432,3.4
1027,Thompson,tube,13.79,2007,-0.2252,7.7,7.7,457,5.1
300,Thompson,tube,6.89,7432,-0.0523,10.3,10.3,794,7.9
1178,Thompson,tube,17.24,3052,-0.1674,1.9,1.9,696,3.0
1502,Beus,annulus,11.03,1364,0.1326,5.6,15.2,2134,1.8
1002,Thompson,tube,13.79,1397,-0.2653,7.7,7.7,457,4.5
1733,Janssen,annulus,6.89,5642,-0.0742,6.4,15.9,914,4.7
715,Thompson,tube,12.07,2326,-0.0443,1.9,1.9,696,2.1
1394,Williams,tube,11.03,1335,0.1694,9.5,9.5,1836,2.2
194,Thompson,tube,6.86,4069,0.1648,5.6,5.6,432,3.6
441,Thompson,tube,6.89,1354,0.0487,23.6,23.6,610,3.6
574,Thompson,tube,11.1,2034,0.0557,9.3,9.3,762,3.2
504,Thompson,tube,6.89,2265,0.0254,23.7,23.7,610,3.2
606,Thompson,tube,10.34,4815,-0.12,10.3,10.3,762,6.7
1224,Thompson,tube,2.63,2875,0.008,3.0,3.0,150,4.6
1090,Thompson,tube,13.79,1817,0.0225,7.8,7.8,591,2.5
1668,Janssen,annulus,6.87,381,0.1505,22.2,96.3,1778,2.8
847,Thompson,tube,13.79,783,-0.1821,4.7,4.7,318,3.2
4,Inasaka,tube,0.62,6400,-0.146,3.0,3.0,100,12.8
1076,Thompson,tube,13.79,1465,0.1163,7.8,7.8,591,2.0
1544,Janssen,annulus,6.89,2265,0.1247,8.5,22.3,2743,3.1
468,Thompson,tube,6.89,1370,0.1431,23.6,23.6,1972,2.5
322,Thompson,tube,6.79,1899,0.0903,10.8,10.8,432,3.8
6,Inasaka,tube,0.64,6200,-0.1221,3.0,3.0,100,8.2
223,Thompson,tube,6.89,3757,0.0087,10.3,10.3,762,3.9
548,Thompson,tube,8.89,4069,0.0787,11.5,11.5,1524,2.0
229,Thompson,tube,6.89,3947,-0.0259,10.3,10.3,762,3.4
40,Thompson,tube,0.1,3716,0.0633,1.0,1.0,51,8.4
543,Thompson,tube,6.89,7459,-0.0757,37.5,37.5,1953,6.0
243,Thompson,tube,6.89,5696,-0.0261,10.3,10.3,762,4.9
1678,Janssen,annulus,6.92,3065,0.0288,8.5,24.6,1778,3.8
137,Thompson,tube,5.03,3703,0.1951,5.6,5.6,432,4.2
1115,Thompson,tube,13.79,2916,0.0831,7.8,7.8,591,2.3
1857,Richenderfer,plate,1.01,1000,-0.0109,15.0,120.0,10,7.7
1472,Beus,annulus,15.51,2704,-0.201,5.6,15.2,2134,2.7
906,Thompson,tube,13.79,4910,0.1131,4.7,4.7,318,3.0
830,Thompson,tube,13.79,2780,-0.034,4.7,4.7,305,4.2
446,Thompson,tube,6.89,1885,-0.0471,23.6,23.6,610,3.8
843,Thompson,tube,13.79,4774,-0.072,4.7,4.7,305,5.9
1008,Thompson,tube,13.79,1655,-0.1762,7.7,7.7,457,4.3
1568,Janssen,annulus,6.89,1533,0.1341,12.7,42.3,2711,2.2
1081,Thompson,tube,13.79,1533,0.1587,7.8,7.8,591,1.9
1703,Janssen,annulus,6.89,2306,0.1717,4.6,11.3,1778,1.4
582,Thompson,tube,11.0,2034,0.1662,9.3,9.3,1524,2.0
1647,Janssen,annulus,9.68,1519,0.031,12.7,42.3,1778,3.6
1835,Richenderfer,plate,0.1,1500,-0.0373,15.0,120.0,10,5.4
662,Thompson,tube,11.1,4123,0.0716,11.5,11.5,914,2.2
437,Thompson,tube,6.89,957,0.0816,23.6,23.6,610,3.8
1730,Janssen,annulus,6.89,5588,0.0381,6.4,15.9,914,3.5
377,Thompson,tube,6.93,4069,0.1898,11.5,11.5,1727,2.2
1423,Williams,tube,13.79,2748,0.1565,9.5,9.5,1836,1.1
1132,Thompson,tube,15.51,2875,0.0015,1.9,1.9,152,5.4
315,Thompson,tube,6.93,3784,-0.0479,10.8,10.8,216,5.5
443,Thompson,tube,6.89,1370,-0.0438,23.6,23.6,610,4.2
1718,Janssen,annulus,6.89,2767,-0.0136,12.7,38.1,914,4.0
320,Thompson,tube,6.79,1763,0.1977,10.8,10.8,432,3.6
282,Thompson,tube,6.89,5547,-0.0522,10.3,10.3,794,5.9
995,Thompson,tube,13.79,1370,-0.3469,7.7,7.7,457,5.3
1114,Thompson,tube,13.79,2889,0.0455,7.8,7.8,591,2.5
1405,Williams,tube,13.79,2700,0.0147,9.5,9.5,1836,3.3
425,Thompson,tube,6.89,7500,0.0335,12.8,12.8,1930,2.9
554,Thompson,tube,10.41,1288,0.1244,4.6,4.6,229,4.6
595,Thompson,tube,10.34,3947,-0.1077,10.3,10.3,762,5.7
1829,Kossolapov,plate,0.1,734,-0.0187,15.0,120.0,10,2.4
369,Thompson,tube,6.93,4066,0.0396,10.8,10.8,1727,2.7
1363,Weatherhead,tube,13.79,686,-0.1825,11.1,11.1,457,3.5
974,Thompson,tube,13.79,936,-0.2364,7.7,7.7,457,4.1
1860,Richenderfer,plate,1.01,1500,-0.0109,15.0,120.0,10,9.1
1511,Beus,annulus,8.27,3678,0.0202,5.6,15.2,2134,3.2
938,Thompson,tube,13.79,1313,0.0146,5.7,5.7,625,1.6
228,Thompson,tube,6.89,3825,0.0051,10.3,10.3,762,3.9
1858,Richenderfer,plate,1.01,1000,-0.0218,15.0,120.0,10,8.1
1510,Beus,annulus,8.27,1345,0.1499,5.6,15.2,2134,1.6
1238,Weatherhead,tube,13.79,2685,-0.0389,7.7,7.7,457,3.6
1780,Janssen,annulus,6.89,833,-0.0762,12.7,38.1,737,4.8
67,Thompson,tube,3.45,5249,-0.048,5.7,5.7,625,8.6
394,Thompson,tube,6.89,2712,0.0263,12.4,12.4,610,4.3
580,Thompson,tube,11.07,4069,0.0553,9.3,9.3,762,2.9
25,Thompson,tube,0.1,707,0.166,1.0,1.0,25,4.9
212,Thompson,tube,6.89,4069,0.1294,9.3,9.3,1359,2.6
1437,Williams,tube,15.17,4136,0.0782,9.5,9.5,1836,2.3
145,Thompson,tube,7.17,1370,0.1702,4.6,4.6,229,5.6
537,Thompson,tube,6.89,5371,0.0241,37.5,37.5,1953,2.8
812,Thompson,tube,13.79,639,0.1789,4.7,4.7,305,2.2
1353,Weatherhead,tube,13.79,1329,-0.2323,11.1,11.1,457,3.7
988,Thompson,tube,13.79,1356,0.1818,7.7,7.7,457,1.4
86,Thompson,tube,3.45,3838,0.144,10.3,10.3,762,4.3
1683,Janssen,annulus,6.89,2278,0.0886,8.5,24.6,1778,3.3
273,Thompson,tube,6.89,4286,-0.0264,10.3,10.3,794,5.1
953,Thompson,tube,13.79,5289,-0.1601,5.7,5.7,625,6.8
1201,Thompson,tube,18.96,2075,-0.1334,1.9,1.9,152,3.4
1107,Thompson,tube,13.79,2360,0.0845,7.8,7.8,591,2.3
987,Thompson,tube,13.79,1354,-0.0576,7.7,7.7,457,3.2
1685,Janssen,annulus,6.99,2306,0.018,8.5,24.6,1778,4.1
631,Thompson,tube,10.34,6008,-0.1486,10.3,10.3,762,7.6
1279,Weatherhead,tube,13.79,1356,0.1818,7.7,7.7,457,1.4
1744,Janssen,annulus,6.89,2794,-0.0644,6.4,15.9,914,4.6
977,Thompson,tube,13.79,956,-0.2253,7.7,7.7,457,3.6
1334,Weatherhead,tube,13.79,2061,-0.1386,11.1,11.1,457,3.8
1348,Weatherhead,tube,13.79,1343,-0.0124,11.1,11.1,457,2.3
506,Thompson,tube,6.89,692,0.1484,37.5,37.5,1953,3.0
274,Thompson,tube,6.89,4503,-0.0427,10.3,10.3,794,5.0
508,Thompson,tube,6.89,949,0.1317,37.5,37.5,1953,2.7
1227,Weatherhead,tube,13.79,2563,-0.1806,7.7,7.7,457,5.4
363,Thompson,tube,6.93,3943,0.19,10.8,10.8,1727,2.1
1508,Beus,annulus,8.27,1348,0.1848,5.6,15.2,2134,1.1
1079,Thompson,tube,13.79,1505,0.0905,7.8,7.8,591,2.3
623,Thompson,tube,10.34,5832,-0.0953,10.3,10.3,762,6.5
3,Inasaka,tube,0.33,4300,-0.0395,3.0,3.0,100,7.3
7,Inasaka,tube,0.91,5500,-0.1224,3.0,3.0,100,15.6
1139,Thompson,tube,15.51,3553,0.0028,1.9,1.9,152,4.7
312,Thompson,tube,6.86,2034,-0.0927,10.8,10.8,216,5.8
1262,Weatherhead,tube,13.79,1668,-0.2365,7.7,7.7,457,5.2
989,Thompson,tube,13.79,1356,0.1323,7.7,7.7,457,1.8
666,Thompson,tube,11.0,2021,0.1536,11.5,11.5,1143,1.8
365,Thompson,tube,6.86,4043,0.1354,10.8,10.8,1727,2.4
1838,Richenderfer,plate,0.1,2000,-0.0373,15.0,120.0,10,6.1
216,Thompson,tube,6.89,4069,0.1722,9.3,9.3,1727,2.4
1062,Thompson,tube,13.79,1113,0.1584,7.8,7.8,591,2.0
983,Thompson,tube,13.79,1336,-0.159,7.7,7.7,457,3.6
28,Thompson,tube,0.1,1885,0.0258,1.0,1.0,25,7.1
1339,Weatherhead,tube,13.79,2048,-0.0111,11.1,11.1,457,2.5
526,Thompson,tube,6.89,2672,-0.1504,37.5,37.5,1953,4.6
1711,Janssen,annulus,6.92,2740,0.0416,12.7,38.1,737,3.3
1275,Weatherhead,tube,13.79,1351,-0.1184,7.7,7.7,457,3.6
639,Thompson,tube,10.34,7866,-0.1703,10.3,10.3,762,9.2
303,Thompson,tube,6.89,7853,-0.0417,10.3,10.3,794,6.0
719,Thompson,tube,12.07,3296,-0.0408,1.9,1.9,696,3.0
692,Thompson,tube,11.1,4069,0.0475,11.5,11.5,1524,2.8
1466,Beus,annulus,15.51,2729,0.0098,5.6,15.2,2134,1.8
1812,Mortimore,annulus,11.03,2698,0.0886,5.0,13.3,2134,1.8
625,Thompson,tube,10.34,5845,-0.0997,10.3,10.3,762,6.4
8,Peskov,tube,10.0,1944,-0.0465,10.0,10.0,400,4.2
257,Thompson,tube,6.89,6076,-0.06,10.3,10.3,762,6.5
804,Thompson,tube,13.79,4136,0.0459,4.6,4.6,295,3.1
26,Thompson,tube,0.1,932,0.1109,1.0,1.0,25,5.3
337,Thompson,tube,7.07,2021,0.1112,10.8,10.8,864,3.4
573,Thompson,tube,11.03,2034,-0.0232,9.3,9.3,762,4.1
48,Thompson,tube,3.45,1316,-0.0592,3.6,3.6,76,9.0
1381,Weatherhead,tube,13.79,689,0.1797,11.1,11.1,457,1.6
107,Thompson,tube,3.45,7893,-0.0178,10.3,10.3,762,4.3
350,Thompson,tube,6.89,4069,-0.0257,10.8,10.8,864,5.2
56,Thompson,tube,3.72,2848,0.0611,4.6,4.6,229,9.0
239,Thompson,tube,6.89,5425,0.0133,10.3,10.3,762,3.6
214,Thompson,tube,7.03,4069,0.1946,9.3,9.3,1359,2.3
121,Thompson,tube,3.86,4123,0.0424,10.8,10.8,432,5.2
1171,Thompson,tube,17.24,3608,-0.074,1.9,1.9,152,5.0
1746,Janssen,annulus,9.68,5655,0.0329,6.4,15.9,914,2.6
794,Thompson,tube,13.79,3947,0.072,4.6,4.6,295,2.6
73,Thompson,tube,3.45,5249,-0.0254,5.7,5.7,625,7.1
923,Thompson,tube,13.79,6198,-0.1209,4.7,4.7,318,6.0
813,Thompson,tube,13.79,838,0.0821,4.7,4.7,305,2.5
1611,Janssen,annulus,6.92,2292,-0.0336,12.7,42.3,1778,4.9
78,Thompson,tube,3.45,3784,0.1466,10.3,10.3,762,4.3
945,Thompson,tube,13.79,1316,-0.0688,5.7,5.7,625,3.0
1050,Thompson,tube,13.79,677,0.1038,7.8,7.8,591,2.3
46,Thompson,tube,2.14,6510,-0.0185,1.1,1.1,114,7.3
1565,Janssen,annulus,6.65,2292,0.0942,8.5,22.3,1829,3.9
524,Thompson,tube,6.89,1912,0.118,37.5,37.5,1953,2.3
233,Thompson,tube,6.89,3987,-0.0338,10.3,10.3,762,4.8
645,Thompson,tube,10.34,7907,-0.1688,10.3,10.3,762,9.3
1655,Janssen,annulus,9.68,2278,0.1007,12.7,42.3,1778,2.6
534,Thompson,tube,6.89,3811,-0.0943,37.5,37.5,1953,4.5
1448,Beus,annulus,13.79,3701,0.0515,5.6,15.2,2134,2.3
604,Thompson,tube,10.34,3974,-0.1042,10.3,10.3,762,5.8
1861,Richenderfer,plate,1.01,1500,-0.0218,15.0,120.0,10,9.4
1215,Thompson,tube,18.96,2184,-0.0603,1.9,1.9,696,2.4
61,Thompson,tube,3.83,4136,0.0449,5.6,5.6,216,7.3
1179,Thompson,tube,17.24,3608,-0.0822,1.9,1.9,696,3.7
93,Thompson,tube,3.45,3947,0.1427,10.3,10.3,762,4.4
667,Thompson,tube,11.03,2021,0.1515,11.5,11.5,1143,1.8
281,Thompson,tube,6.89,5506,-0.0469,10.3,10.3,794,6.0
1041,Thompson,tube,13.79,2645,0.0036,7.7,7.7,457,3.1
360,Thompson,tube,7.0,4056,0.1108,10.8,10.8,864,2.5
1056,Thompson,tube,13.79,888,0.0763,7.8,7.8,591,2.3
1095,Thompson,tube,13.79,2089,0.0244,7.8,7.8,591,2.6
848,Thompson,tube,13.79,852,0.1433,4.7,4.7,318,1.6
1649,Janssen,annulus,9.65,1519,-0.0158,12.7,42.3,1778,3.9
111,Thompson,tube,3.86,2034,0.144,10.8,10.8,432,5.6
43,Thompson,tube,0.1,2007,0.0644,1.7,1.7,43,9.2
126,Thompson,tube,3.9,3811,0.1394,10.8,10.8,864,3.9
205,Thompson,tube,7.0,4421,0.0713,5.6,5.6,864,3.5
53,Thompson,tube,3.83,2712,0.1609,4.6,4.6,229,6.7
546,Thompson,tube,8.96,2034,0.1887,11.5,11.5,1524,2.1
69,Thompson,tube,3.45,5249,-0.0497,5.7,5.7,625,7.9
1854,Richenderfer,plate,0.51,2000,-0.0102,15.0,120.0,10,7.7
1447,Beus,annulus,15.51,1354,0.1274,5.6,15.2,2134,1.5
184,Thompson,tube,6.89,3513,0.1877,5.6,5.6,432,3.6
138,Thompson,tube,4.96,4204,0.0465,5.6,5.6,432,5.9
900,Thompson,tube,13.79,4299,0.0533,4.7,4.7,318,4.3
797,Thompson,tube,13.79,4014,0.0797,4.6,4.6,295,2.5
133,Thompson,tube,4.21,4055,0.0502,10.8,10.8,864,3.8
81,Thompson,tube,3.45,3797,0.1457,10.3,10.3,762,4.3
1441,Beus,annulus,15.51,2710,0.1232,5.6,15.2,2134,1.6
542,Thompson,tube,6.89,7459,-0.032,37.5,37.5,1953,4.7
1493,Beus,annulus,11.03,3684,0.0718,5.6,15.2,2134,1.8
984,Thompson,tube,13.79,1339,0.1786,7.7,7.7,457,1.3
166,Thompson,tube,6.89,4964,0.0073,4.7,4.7,318,6.8
249,Thompson,tube,6.89,5859,-0.0375,10.3,10.3,762,4.7
447,Thompson,tube,6.89,1912,0.0114,23.6,23.6,610,3.4
1075,Thompson,tube,13.79,1438,0.0975,7.8,7.8,591,2.3
859,Thompson,tube,13.79,1302,-0.1239,4.7,4.7,318,3.3
1133,Thompson,tube,15.51,2929,0.0001,1.9,1.9,152,4.2
98,Thompson,tube,3.45,5696,0.0883,10.3,10.3,762,4.5
1839,Richenderfer,plate,0.2,1000,-0.0096,15.0,120.0,10,4.0
738,Thompson,tube,13.79,2428,-0.0321,1.9,1.9,152,4.6
1579,Janssen,annulus,6.92,1546,0.0935,12.7,42.3,2743,3.3
103,Thompson,tube,3.45,5967,0.0203,10.3,10.3,762,4.6
435,Thompson,tube,6.89,928,0.1352,23.6,23.6,610,3.5
75,Thompson,tube,3.45,3743,0.1487,10.3,10.3,762,4.3
1673,Janssen,annulus,6.92,1519,0.0314,22.2,96.3,1778,3.7
1330,Weatherhead,tube,13.79,1953,0.0243,11.1,11.1,457,2.2
919,Thompson,tube,13.79,5791,-0.0072,4.7,4.7,318,4.2
1602,Janssen,annulus,6.89,1519,0.0557,12.7,42.3,1778,3.9
1564,Janssen,annulus,6.89,2319,0.1074,8.5,22.3,1829,3.2
1517,Janssen,annulus,6.87,1546,0.1465,8.5,22.3,2591,2.8
763,Thompson,tube,13.79,2306,-0.3339,3.6,3.6,76,9.0
990,Thompson,tube,13.79,1356,-0.2201,7.7,7.7,457,4.5
389,Thompson,tube,6.89,1668,0.0111,12.4,12.4,610,4.4
236,Thompson,tube,6.89,4042,-0.0008,10.3,10.3,762,4.0
1408,Williams,tube,13.79,1359,0.151,9.5,9.5,1836,1.5
268,Thompson,tube,6.89,3933,-0.0047,10.3,10.3,794,5.1
1111,Thompson,tube,13.79,2658,0.0467,7.8,7.8,591,2.5
118,Thompson,tube,3.86,4069,0.0117,10.8,10.8,432,5.4
1503,Beus,annulus,11.03,1358,0.0179,5.6,15.2,2134,2.6
674,Thompson,tube,11.07,3404,0.0766,11.5,11.5,1143,2.2
250,Thompson,tube,6.89,5913,-0.0257,10.3,10.3,762,5.1
1662,Janssen,annulus,6.82,762,0.0161,22.2,96.3,1778,4.5
95,Thompson,tube,3.45,3960,0.0861,10.3,10.3,762,4.6
34,Thompson,tube,0.1,2780,0.0406,1.0,1.0,38,7.5
1781,Janssen,annulus,6.89,833,-0.0657,12.7,38.1,737,5.3
1562,Janssen,annulus,6.85,2360,0.1352,8.5,22.3,1829,2.0
449,Thompson,tube,6.89,1926,0.0603,23.6,23.6,610,3.1
717,Thompson,tube,12.07,2740,-0.0266,1.9,1.9,696,2.5
1180,Thompson,tube,17.24,3648,-0.0703,1.9,1.9,696,3.8
1419,Williams,tube,13.79,2680,0.1275,9.5,9.5,1836,1.5
1,Inasaka,tube,0.39,5600,-0.1041,3.0,3.0,100,11.3
1281,Weatherhead,tube,13.79,1383,-0.1775,7.7,7.7,457,4.1
1102,Thompson,tube,13.79,2265,0.1286,7.8,7.8,591,1.9
83,Thompson,tube,3.45,3811,0.1494,10.3,10.3,762,4.4
1202,Thompson,tube,18.96,2685,-0.103,1.9,1.9,152,3.6
677,Thompson,tube,11.03,4055,0.0461,11.5,11.5,1143,2.9
1354,Weatherhead,tube,13.79,1370,-0.2389,11.1,11.1,457,3.5
1047,Thompson,tube,13.79,2685,-0.0389,7.7,7.7,457,3.6
771,Thompson,tube,13.79,7717,-0.1335,3.6,3.6,76,7.7
1626,Janssen,annulus,4.13,2278,0.0486,12.7,42.3,1778,4.5
1680,Janssen,annulus,6.78,3052,-0.0265,8.5,24.6,1778,4.6
1646,Janssen,annulus,9.65,1519,0.0667,12.7,42.3,1778,3.0
1390,Williams,tube,8.27,2710,0.1378,9.5,9.5,1836,2.3
405,Thompson,tube,6.89,2699,0.0192,12.8,12.8,1930,3.6
